gene_symbol,Hpca
gene_accession_id,MGI:1336200
mouse_life_stage,Middle aged adult
parameter_id,MGP_IMM_010_001
mouse_strain,C57BL
pvalue,0.07836634
parameter_name,Effector Treg cells - % of Treg
analysis_id,55hw7k9927t8dm1
