gene_symbol,Ola1
pvalue,0.6413349
parameter_id,M-G-P_016_001_006
parameter_name,Mean-corpuscular-haemoglobin
analysis_id,32z16t6724meg3x
mouse_strain,C57BL
gene_accession_id,MGI:1914309
mouse_life_stage,E18.5
