gene_symbol,Bcs1l
gene_accession_id,MGI:1914071
mouse_strain,C57BL
pvalue,0.8699731
analysis_id,67dh89i6h90g2bo
parameter_name,Phosphorus
mouse_life_stage,E9.5
parameter_id,IMPC_CBC_010_001
