gene_accession_id,MGI:2446186
gene_symbol,Lpgat1
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_id,IMPC_CSD_030_001
pvalue,0.9915453
parameter_name,Tremor
analysis_id,hg8mr4ii555492w
