mouse_strain,129SV
analysis_id,tc9h88za8j3953y
pvalue,0.7477208
parameter_name,BMC/Body weight
mouse_life_stage,Early adult
gene_accession_id,MGI:104848
gene_symbol,Inpp1
parameter_id,JAXLA_DXA_007_001
