parameter_name,Center average speed
gene_symbol,Dmap1
parameter_id,IMPC_OFD_017_001
pvalue,0.3850822
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,upw6p7w85021h2p
gene_accession_id,MGI:1913483
