parameter_id,IMPC_CSD_008_001
analysis_id,o7do160135944wl
gene_accession_id,MGI:88071
pvalue,0.2776477
parameter_name,Coat - color pattern - back
gene_symbol,Arnt
mouse_strain,C57BL
mouse_life_stage,Early adult
