gene_symbol,Fgb
gene_accession_id,MGI:99501
pvalue,0.1814952
mouse_life_stage,E15.5
analysis_id,66s6f0417j59645
parameter_name,Periphery average speed
parameter_id,HRWLLA_OFD_013_001
mouse_strain,C57BL
