gene_symbol,Jun
mouse_life_stage,E15.5
parameter_id,IMPC_CBC_005_001
gene_accession_id,MGI:96646
parameter_name,Creatinine
analysis_id,zl2y2n854v76246
mouse_strain,C57BL
pvalue,0.4775338
