gene_symbol,Wars2
gene_accession_id,MGI:1917810
mouse_life_stage,E9.5
parameter_name,B1B Cells
parameter_id,IMPC_IMM_064_001
analysis_id,6p0f30d284271sf
mouse_strain,C57BL
pvalue,0.2592562
