mouse_life_stage,Middle aged adult
parameter_name,Corneal vascularization
parameter_id,IMPC_EYE_009_001
analysis_id,d3162v98326r827
gene_accession_id,MGI:1336200
pvalue,0.8770026
gene_symbol,Hpca
mouse_strain,C57BL
