parameter_id,IMPC_GEL_029_001
pvalue,0.7981632
analysis_id,3266654f7i82a78
parameter_name,Midbrain
mouse_strain,129SV
gene_accession_id,MGI:1918025
gene_symbol,Zmynd8
mouse_life_stage,Early adult
