parameter_name,Periphery distance travelled
analysis_id,a9l95e89mdq891y
gene_symbol,Nr0b2
mouse_life_stage,Early adult
mouse_strain,B6J
gene_accession_id,MGI:1346344
pvalue,0.875829
parameter_id,IMPC_OFD_010_001
