gene_symbol,Mapkap1
analysis_id,f4opr6xrqu5821g
mouse_life_stage,E12.5
pvalue,1.055988
parameter_id,IMPC_OFD_018_001
mouse_strain,C57BL
gene_accession_id,MGI:2444554
parameter_name,Latency to center entry
