parameter_id,MGP_PBI_014_001
pvalue,0.6325166
gene_accession_id,MGI:1917810
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_name,B cell percentage
analysis_id,6xrjmn0s80745we
gene_symbol,Wars2
