gene_symbol,Arpc2
parameter_id,UCDLA_EYE_017_001
pvalue,0.2379128
mouse_life_stage,Early adult
analysis_id,1r3zm778l69dcnp
gene_accession_id,MGI:1923959
mouse_strain,129SV
parameter_name,Lens Opacity
