mouse_life_stage,Middle aged adult
parameter_name,Eye
mouse_strain,C57BL
gene_accession_id,MGI:1336200
parameter_id,IMPC_EYE_001_001
gene_symbol,Hpca
analysis_id,w2c5440au1n466d
pvalue,0.1719717
