gene_symbol,Bmi1
parameter_id,IMPC_HEM_036_001
parameter_name,Eosinophil cell count
pvalue,0.1702454
analysis_id,t411emx92x47910
gene_accession_id,MGI:88174
mouse_strain,C57BL
mouse_life_stage,Early adult
