parameter_id,ESLIM_004_001_701
pvalue,0.3718111
analysis_id,i829gx2q3b8m17l
mouse_strain,C57BL
gene_symbol,Zmynd8
parameter_name,Glucose response AUC
mouse_life_stage,Early adult
gene_accession_id,MGI:1918025
