parameter_id,MGP_CSD_015_001
mouse_strain,C57BL
pvalue,0.1666081
gene_accession_id,MGI:104805
parameter_name,Head coat/hair presence
analysis_id,4ok7e3m9v30ks6r
gene_symbol,Snrpb2
mouse_life_stage,Early adult
