parameter_name,Center average speed
parameter_id,JAXLA_OFD_017_001
gene_symbol,Dnajc6
gene_accession_id,MGI:1919935
pvalue,0.6429199
mouse_strain,C57BL
analysis_id,8i3s1h7qri737xu
mouse_life_stage,Early adult
