gene_symbol,Cd52
parameter_name,Response amplitude - S
pvalue,0.738592
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1346088
analysis_id,i0lww4oy6wh59o6
parameter_id,IMPC_ACS_006_001
