mouse_strain,129SV
gene_accession_id,MGI:1920638
pvalue,0.1440253
parameter_id,M-G-P_008_001_013
mouse_life_stage,Early adult
analysis_id,94281f68f306f0n
gene_symbol,Bpifa3
parameter_name,Startle Response
