gene_symbol,Lcn2
mouse_life_stage,Early adult
parameter_id,ESLIM_011_001_010
analysis_id,35929iwd71avz34
pvalue,0.2330542
mouse_strain,C57BL
parameter_name,PP4 + pulse startle magnitude
gene_accession_id,MGI:96757
