Parameter_id,IMPC_OFD_022_001
Mouse_strain,C57BL
Gene_symbol,Rab22a
Pvalue,0.9045997
Mouse_life_stage,Early adult
Parameter_name,Percentage center time
analysis_id,nq99757mr5856h6
Gene_accession_id,MGI:105072
