gene_symbol,Smyd2
analysis_id,vcmmy9228zch277
parameter_id,IMPC_XRY_025_001
mouse_strain,129SV
pvalue,0.5063283
parameter_name,Tibia
mouse_life_stage,Early adult
gene_accession_id,MGI:1915889
