gene_symbol,Eprs1
mouse_strain,C57BL
mouse_life_stage,E12.5
analysis_id,hus5r2fzz081u7o
pvalue,0.1278698
parameter_name,Magnesium
parameter_id,M-G-P_025_001_030
gene_accession_id,MGI:97838
