gene_symbol,AU040320
gene_accession_id,MGI:2140475
parameter_id,M-G-P_016_001_005
mouse_strain,C57BL
pvalue,0.05392564
analysis_id,078qdx59mh8d7yp
parameter_name,Mean-cell-volume
mouse_life_stage,Late adult
