parameter_id,IMPC_ABR_002_001
mouse_life_stage,Late adult
parameter_name,Click-evoked ABR threshold
pvalue,0.3853367
mouse_strain,C57BL
gene_symbol,Lpgat1
gene_accession_id,MGI:2446186
analysis_id,t170h8i11e483cn
