gene_symbol,Tiprl
parameter_name,Bone Mineral Content
mouse_life_stage,E12.5
analysis_id,4272lq16t051d33
mouse_strain,C57BL
pvalue,0.6664123
gene_accession_id,MGI:1915087
parameter_id,ESLIM_005_001_005
