parameter_id,IMPC_CSD_007_001
gene_accession_id,MGI:109356
mouse_strain,C57BL
gene_symbol,Snap23
analysis_id,w3t6pvdh46213i4
parameter_name,Coat - color - abdomen
mouse_life_stage,Late adult
pvalue,0.4466459
