parameter_name,Whole arena resting time
mouse_strain,C57BL
gene_accession_id,MGI:1921262
parameter_id,JAX_OFD_007_001
analysis_id,ny5z8p30143j5kk
pvalue,0
gene_symbol,Rap2b
mouse_life_stage,Early adult
