parameter_id,MGP_CSD_015_001
gene_symbol,Kifap3
gene_accession_id,MGI:107566
analysis_id,909cs36269w78s7
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Head coat/hair presence
pvalue,0.9787898
