gene_symbol,Bcs1l
gene_accession_id,MGI:1914071
mouse_life_stage,E12.5
analysis_id,18xj866kp81rd17
mouse_strain,C57BL
parameter_name,Corneal opacity
parameter_id,IMPC_EYE_008_001
pvalue,0.06068154
