gene_symbol,Bpifa3
gene_accession_id,MGI:1920638
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.7111322
Parameter_id,IMPC_CSD_033_001
analysis_id,52ih62l7x447xhn
parameter_name,Gait
