gene_symbol,Mms22l
analysis_id,5c4906j5p5og42l
mouse_strain,C57BL
parameter_id,IMPC_EYE_062_001
gene_accession_id,MGI:2684980
pvalue,0.888276
parameter_name,Right total retinal thickness
mouse_life_stage,Early adult
