mouse_life_stage,Late adult
pvalue,0.8542379
analysis_id,8ac3m026935ys45
gene_symbol,Lpgat1
parameter_id,IMPC_DXA_008_001
gene_accession_id,MGI:2446186
mouse_strain,C57BL
parameter_name,Lean/Body weight
