gene_symbol,Slc2a8
mouse_life_stage,Early adult
parameter_id,JAX_OFD_016_001
gene_accession_id,MGI:1860103
mouse_strain,C57BL
analysis_id,i4k1k9bgpi67io5
pvalue,0.7866324
parameter_name,Center permanence time
