gene_symbol,Dnajb3
analysis_id,50v1015455hw747
pvalue,0.5302843
gene_accession_id,MGI:1306822
mouse_life_stage,Early adult
parameter_id,MGP_PBI_004_001
mouse_strain,C57BL
parameter_name,CD8+ alpha beta T cell percentage
