parameter_id,IMPC_CBC_058_001
analysis_id,5c175y36457fz2p
mouse_strain,C57BL
mouse_life_stage,Late adult
gene_accession_id,MGI:1917604
parameter_name,Cholesterol ratio
pvalue,0.7632987
gene_symbol,Secisbp2l
