gene_symbol,Rab13
analysis_id,i296e6nsp4nt02b
mouse_strain,C57BL
parameter_id,MGP_PBI_015_001
gene_accession_id,MGI:1927232
parameter_name,IgD+ mature B cell percentage
pvalue,0.2027646
mouse_life_stage,Early adult
