gene_symbol,Casq1
mouse_strain,C57BL
pvalue,0.5641034
parameter_name,Contact righting
analysis_id,8f0u935544ob33w
parameter_id,JAXLA_CSD_077_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1309468
