gene_symbol,Tnfsf8
mouse_life_stage,Early adult
analysis_id,94y018rz623c3cq
parameter_name,Alanine aminotransferase
parameter_id,IMPC_CBC_013_001
gene_accession_id,MGI:88328
pvalue,0.3935043
mouse_strain,C57BL
