mouse_strain,129SV
gene_accession_id,MGI:1920638
gene_symbol,Bpifa3
analysis_id,4rtwkn75h957l27
parameter_id,IMPC_CBC_014_001
parameter_name,Alkaline phosphatase
pvalue,0.2780569
mouse_life_stage,Early adult
