mouse_life_stage,E18.5
parameter_id,IMPC_CSD_008_001
analysis_id,d0bldh4yd4rc62u
mouse_strain,C57BL
parameter_name,Coat - color pattern - back
gene_accession_id,MGI:2446186
gene_symbol,Lpgat1
pvalue,0.4148924
