gene_symbol,Atg4c
gene_accession_id,MGI:2651854
parameter_id,HMGULA_CBC_009_001
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.2867779
analysis_id,0sjslxem4y3h602
parameter_name,Calcium
