mouse_strain,C57BL
gene_accession_id,MGI:1913284
parameter_name,Periphery average speed
parameter_id,IMPC_OFD_013_001
gene_symbol,Psmd14
analysis_id,6ix4x9964g25tlo
pvalue,0.4830484
mouse_life_stage,Early adult
