parameter_name,Total cholesterol
mouse_strain,C57BL
pvalue,0.3860592
parameter_id,JAXLA_CBC_015_001
mouse_life_stage,Early adult
analysis_id,441b709c876o772
gene_accession_id,MGI:88071
gene_symbol,Arnt
