gene_symbol,Lpgat1
gene_accession_id,MGI:2446186
analysis_id,beuaf660scg4o24
mouse_life_stage,E18.5
parameter_id,MGP_PBI_001_001
parameter_name,Total T cell percentage
mouse_strain,C57BL
pvalue,0.4803526
