parameter_name,Whole arena average speed
gene_accession_id,MGI:1913483
mouse_strain,C57BL
analysis_id,22500j82m4z22g4
pvalue,0.1059932
parameter_id,JAXLA_OFD_009_001
mouse_life_stage,E9.5
gene_symbol,Dmap1
