gene_symbol,Lpgat1
mouse_strain,C57BL
parameter_name,Femur
parameter_id,IMPC_XRY_024_001
pvalue,0.08821789
gene_accession_id,MGI:2446186
analysis_id,4oqi16h35g886nl
mouse_life_stage,E18.5
