parameter_name,Distance travelled - total
mouse_life_stage,Early adult
parameter_id,HRWLLA_OFD_020_001
mouse_strain,C57BL
gene_symbol,Sfpq
analysis_id,ng325f42jb44229
gene_accession_id,MGI:1918764
pvalue,0.404727
