mouse_strain,C57BL
gene_symbol,Lrrc69
gene_accession_id,MGI:1920564
analysis_id,o3x9i2w24g09pd6
parameter_name,CD11b-high cDC - % of CD45+
pvalue,0.1121225
mouse_life_stage,Early adult
parameter_id,MGP_IMM_129_001
