gene_symbol,Cds2
gene_accession_id,MGI:1332236
pvalue,0.7785981
mouse_strain,C57BL
parameter_id,MGP_PBI_031_001
parameter_name,KLRG1+ mature NK cell number
analysis_id,13399gl159810i2
mouse_life_stage,Early adult
