parameter_name,Total cholesterol
parameter_id,JAXLA_CBC_015_001
pvalue,0.1222634
gene_symbol,Ift74
analysis_id,dqutc783yjyvg75
gene_accession_id,MGI:1914944
mouse_strain,C57BL
mouse_life_stage,Early adult
