parameter_name,Whole arena average speed
analysis_id,29toju820g35611
mouse_strain,C57BL
gene_symbol,Fgb
mouse_life_stage,E12.5
gene_accession_id,MGI:99501
pvalue,0.3845863
parameter_id,IMPC_OFD_009_001
