gene_symbol,Ahcy
analysis_id,8698b0pssahjht5
pvalue,0.199707
parameter_id,IMPC_IPG_011_001
mouse_life_stage,E12.5
mouse_strain,C57BL
gene_accession_id,MGI:87968
parameter_name,Initial response to glucose challenge
