gene_symbol,Lurap1
parameter_id,M-G-P_016_001_006
mouse_life_stage,Early adult
pvalue,0.4378704
analysis_id,53la9501690dvun
gene_accession_id,MGI:1915325
mouse_strain,C57BL
parameter_name,Mean-corpuscular-haemoglobin
