pvalue,0.4093144
analysis_id,94tkv26btl6hrc5
gene_accession_id,MGI:106100
parameter_name,Resting CD8+ T cells - % of CD8+
mouse_strain,C57BL
gene_symbol,Etfdh
mouse_life_stage,Early adult
parameter_id,MGP_IMM_015_001
