gene_symbol,Tiprl
parameter_name,CD11b-low cDC - % of CD45+
mouse_strain,C57BL
parameter_id,MGP_IMM_130_001
gene_accession_id,MGI:1915087
pvalue,0.1069026
analysis_id,189ysf1v7bsbya8
mouse_life_stage,E9.5
