mouse_strain,129SV
parameter_id,JAX_OFD_022_001
analysis_id,3g365m708fecr1z
gene_accession_id,MGI:99605
gene_symbol,Cntfr
mouse_life_stage,Early adult
parameter_name,Percentage center time
pvalue,0.2965349
