mouse_strain,129SV
mouse_life_stage,Early adult
pvalue,0.08245435
parameter_name,Weight
gene_symbol,Mms22l
parameter_id,M-G-P_005_001_001
gene_accession_id,MGI:2684980
analysis_id,s38nvqoo2ap2mmm
