gene_symbol,Tbl1xr1
parameter_name,ST
gene_accession_id,MGI:2441730
analysis_id,psld527q6ws702a
parameter_id,IMPC_ECG_008_001
mouse_strain,C57BL
pvalue,0.395057
mouse_life_stage,Early adult
