parameter_name,Whole arena resting time
gene_symbol,Slc39a10
mouse_life_stage,Early adult
pvalue,0.9210469
analysis_id,g62tam2582yg9zc
gene_accession_id,MGI:1914515
parameter_id,IMPC_OFD_007_001
mouse_strain,C57BL
